Gene	TCGA-2A-A8VL-01	TCGA-2A-A8VO-01	TCGA-2A-A8VT-01	TCGA-2A-A8VV-01	TCGA-2A-A8W1-01	TCGA-2A-A8W3-01	TCGA-CH-5737-01	TCGA-CH-5738-01	TCGA-CH-5739-01	TCGA-CH-5740-01	TCGA-CH-5741-01	TCGA-CH-5743-01	TCGA-CH-5744-01	TCGA-CH-5746-01	TCGA-CH-5748-01	TCGA-CH-5750-01	TCGA-CH-5751-01	TCGA-CH-5752-01	TCGA-CH-5753-01	TCGA-CH-5754-01	TCGA-CH-5761-01	TCGA-CH-5762-01	TCGA-CH-5763-01	TCGA-CH-5764-01	TCGA-CH-5765-01	TCGA-CH-5766-01	TCGA-CH-5767-01	TCGA-CH-5768-01	TCGA-CH-5769-01	TCGA-CH-5771-01	TCGA-CH-5772-01	TCGA-CH-5788-01	TCGA-CH-5789-01	TCGA-CH-5790-01	TCGA-CH-5791-01	TCGA-CH-5792-01	TCGA-CH-5794-01	TCGA-EJ-5494-01	TCGA-EJ-5495-01	TCGA-EJ-5496-01	TCGA-EJ-5497-01	TCGA-EJ-5498-01	TCGA-EJ-5499-01	TCGA-EJ-5501-01	TCGA-EJ-5502-01	TCGA-EJ-5503-01	TCGA-EJ-5504-01	TCGA-EJ-5505-01	TCGA-EJ-5506-01	TCGA-EJ-5507-01	TCGA-EJ-5508-01	TCGA-EJ-5509-01	TCGA-EJ-5510-01	TCGA-EJ-5511-01	TCGA-EJ-5512-01	TCGA-EJ-5514-01	TCGA-EJ-5515-01	TCGA-EJ-5516-01	TCGA-EJ-5517-01	TCGA-EJ-5518-01	TCGA-EJ-5519-01	TCGA-EJ-5521-01	TCGA-EJ-5522-01	TCGA-EJ-5524-01	TCGA-EJ-5525-01	TCGA-EJ-5526-01	TCGA-EJ-5527-01	TCGA-EJ-5530-01	TCGA-EJ-5531-01	TCGA-EJ-5532-01	TCGA-EJ-5542-01	TCGA-EJ-7115-01	TCGA-EJ-7123-01	TCGA-EJ-7125-01	TCGA-EJ-7218-01	TCGA-EJ-7314-01	TCGA-EJ-7315-01	TCGA-EJ-7317-01	TCGA-EJ-7318-01	TCGA-EJ-7321-01	TCGA-EJ-7327-01	TCGA-EJ-7328-01	TCGA-EJ-7330-01	TCGA-EJ-7331-01	TCGA-EJ-7781-01	TCGA-EJ-7782-01	TCGA-EJ-7783-01	TCGA-EJ-7784-01	TCGA-EJ-7785-01	TCGA-EJ-7786-01	TCGA-EJ-7788-01	TCGA-EJ-7789-01	TCGA-EJ-7791-01	TCGA-EJ-7792-01	TCGA-EJ-7793-01	TCGA-EJ-7794-01	TCGA-EJ-7797-01	TCGA-EJ-8468-01	TCGA-EJ-8469-01	TCGA-EJ-8470-01	TCGA-EJ-8472-01	TCGA-EJ-8474-01	TCGA-EJ-A46D-01	TCGA-EJ-A46G-01	TCGA-EJ-A46I-01	TCGA-EJ-A65E-01	TCGA-EJ-A65F-01	TCGA-EJ-A65G-01	TCGA-EJ-A65J-01	TCGA-EJ-A6RA-01	TCGA-EJ-A6RC-01	TCGA-EJ-A7NF-01	TCGA-EJ-A7NG-01	TCGA-EJ-A7NH-01	TCGA-EJ-A7NJ-01	TCGA-EJ-A7NK-01	TCGA-EJ-A7NM-01	TCGA-EJ-A8FN-01	TCGA-EJ-A8FS-01	TCGA-EJ-A8FU-01	TCGA-FC-7708-01	TCGA-FC-7961-01	TCGA-FC-A4JI-01	TCGA-FC-A5OB-01	TCGA-FC-A8O0-01	TCGA-G9-6329-01	TCGA-G9-6333-01	TCGA-G9-6336-01	TCGA-G9-6342-01	TCGA-G9-6348-01	TCGA-G9-6351-01	TCGA-G9-6353-01	TCGA-G9-6356-01	TCGA-G9-6361-01	TCGA-G9-6363-01	TCGA-G9-6364-01	TCGA-G9-6365-01	TCGA-G9-6366-01	TCGA-G9-6367-01	TCGA-G9-6370-01	TCGA-G9-6371-01	TCGA-G9-6377-01	TCGA-G9-6378-01	TCGA-G9-6384-01	TCGA-G9-6385-01	TCGA-G9-6494-01	TCGA-G9-6499-01	TCGA-G9-7510-01	TCGA-G9-7519-01	TCGA-G9-7521-01	TCGA-G9-7522-01	TCGA-G9-7523-01	TCGA-H9-7775-01	TCGA-HC-7075-01	TCGA-HC-7077-01	TCGA-HC-7078-01	TCGA-HC-7079-01	TCGA-HC-7080-01	TCGA-HC-7081-01	TCGA-HC-7209-01	TCGA-HC-7210-01	TCGA-HC-7211-01	TCGA-HC-7212-01	TCGA-HC-7213-01	TCGA-HC-7230-01	TCGA-HC-7231-01	TCGA-HC-7232-01	TCGA-HC-7233-01	TCGA-HC-7736-01	TCGA-HC-7737-01	TCGA-HC-7740-01	TCGA-HC-7742-01	TCGA-HC-7744-01	TCGA-HC-7747-01	TCGA-HC-7748-01	TCGA-HC-7749-01	TCGA-HC-7750-01	TCGA-HC-7818-01	TCGA-HC-7820-01	TCGA-HC-7821-01	TCGA-HC-8213-01	TCGA-HC-8216-01	TCGA-HC-8256-01	TCGA-HC-8257-01	TCGA-HC-8258-01	TCGA-HC-8260-01	TCGA-HC-8261-01	TCGA-HC-8262-01	TCGA-HC-8264-01	TCGA-HC-8265-01	TCGA-HC-8266-01	TCGA-HC-A48F-01	TCGA-HC-A4ZV-01	TCGA-HC-A631-01	TCGA-HC-A632-01	TCGA-HC-A76W-01	TCGA-HC-A76X-01	TCGA-HC-A8CY-01	TCGA-HC-A8D0-01	TCGA-HC-A8D1-01	TCGA-HI-7168-01	TCGA-HI-7170-01	TCGA-HI-7171-01	TCGA-J4-8198-01	TCGA-J4-8200-01	TCGA-J4-A67T-01	TCGA-J4-A6G1-01	TCGA-J4-A6G3-01	TCGA-J4-A6M7-01	TCGA-J4-A83I-01	TCGA-J4-A83K-01	TCGA-J4-A83M-01	TCGA-J4-A83N-01	TCGA-J9-A52B-01	TCGA-J9-A8CK-01	TCGA-J9-A8CL-01	TCGA-J9-A8CM-01	TCGA-J9-A8CN-01	TCGA-J9-A8CP-01	TCGA-KC-A4BL-01	TCGA-KC-A4BN-01	TCGA-KC-A4BR-01	TCGA-KC-A4BV-01	TCGA-KC-A7F3-01	TCGA-KC-A7F6-01	TCGA-KC-A7FA-01	TCGA-KC-A7FD-01	TCGA-KC-A7FE-01	TCGA-KK-A59X-01	TCGA-KK-A59Y-01	TCGA-KK-A59Z-01	TCGA-KK-A6DY-01	TCGA-KK-A6E0-01	TCGA-KK-A6E1-01	TCGA-KK-A6E2-01	TCGA-KK-A6E5-01	TCGA-KK-A6E6-01	TCGA-KK-A7AP-01	TCGA-KK-A7AU-01	TCGA-KK-A7AV-01	TCGA-KK-A7B1-01	TCGA-KK-A7B3-01	TCGA-KK-A7B4-01	TCGA-KK-A8I4-01	TCGA-KK-A8I5-01	TCGA-KK-A8I6-01	TCGA-KK-A8I8-01	TCGA-KK-A8I9-01	TCGA-KK-A8IA-01	TCGA-KK-A8IB-01	TCGA-KK-A8IC-01	TCGA-KK-A8ID-01	TCGA-KK-A8IF-01	TCGA-KK-A8IG-01	TCGA-KK-A8IH-01	TCGA-KK-A8II-01	TCGA-KK-A8IJ-01	TCGA-KK-A8IK-01	TCGA-KK-A8IL-01	TCGA-M7-A71Y-01	TCGA-M7-A720-01	TCGA-M7-A721-01	TCGA-M7-A725-01	TCGA-QU-A6IP-01	TCGA-SU-A7E7-01	TCGA-TK-A8OK-01	TCGA-V1-A8MF-01	TCGA-V1-A8MG-01	TCGA-V1-A8MJ-01	TCGA-V1-A8ML-01	TCGA-V1-A8MU-01	TCGA-V1-A8WL-01	TCGA-V1-A8WN-01	TCGA-V1-A8WS-01	TCGA-V1-A8WV-01	TCGA-V1-A8WW-01	TCGA-V1-A8X3-01	TCGA-VN-A88I-01	TCGA-VN-A88K-01	TCGA-VN-A88L-01	TCGA-VN-A88N-01	TCGA-VN-A88O-01	TCGA-VN-A88P-01	TCGA-VN-A88Q-01	TCGA-VN-A88R-01	TCGA-VP-A872-01	TCGA-VP-A875-01	TCGA-VP-A876-01	TCGA-VP-A878-01	TCGA-VP-A879-01	TCGA-VP-A87B-01	TCGA-VP-A87C-01	TCGA-VP-A87D-01	TCGA-VP-A87E-01	TCGA-VP-A87H-01	TCGA-VP-A87J-01	TCGA-VP-A87K-01	TCGA-WW-A8ZI-01	TCGA-XA-A8JR-01	TCGA-XJ-A83G-01	TCGA-XJ-A83H-01	TCGA-XJ-A9DI-01	TCGA-XJ-A9DK-01	TCGA-XQ-A8TA-01	TCGA-XQ-A8TB-01	TCGA-Y6-A8TL-01	TCGA-YJ-A8SW-01	TCGA-YL-A8HJ-01	TCGA-YL-A8HK-01	TCGA-YL-A8HL-01	TCGA-YL-A8HM-01	TCGA-YL-A8HO-01	TCGA-YL-A8S8-01	TCGA-YL-A8S9-01	TCGA-YL-A8SA-01	TCGA-YL-A8SB-01	TCGA-YL-A8SC-01	TCGA-YL-A8SF-01	TCGA-YL-A8SH-01	TCGA-YL-A8SJ-01	TCGA-YL-A8SK-01	TCGA-YL-A8SL-01	TCGA-YL-A8SO-01	TCGA-YL-A8SP-01	TCGA-YL-A8SQ-01	TCGA-YL-A8SR-01	TCGA-YL-A9WH-01	TCGA-YL-A9WI-01	TCGA-YL-A9WJ-01	TCGA-ZG-A8QW-01	TCGA-ZG-A8QX-01	TCGA-ZG-A8QY-01	TCGA-ZG-A8QZ-01	total_mean	ensm_mean	ensw_mean
ABCC1	2203.9135	1360.4809	2473.8971	2194.1405	1446.3464	2825.1891	2039.8565	2296.3822	5627.9809	1792.1719	1699.2624	1634.4494	2165.5109	4812.94	2619.2661	2697.7933	2442.8868	3619.2779	2917.2373	2931.5039	1318.3535	2422.7617	2435.1031	2836.8679	2503.8488	1433.2068	3760.4948	2734.1232	1990.184	2399.0273	2075.8893	3230.8802	2118.8642	2510.0096	1491.3805	2473.0078	2529.6663	2964.2358	2734.7435	3310.3448	2285.5538	2387.4598	2401.1166	2748.2962	2438.4853	2449.1686	2005.342	3890.3571	2279.8077	1814.4252	2143.7278	4008.9801	1584.2161	2681.4692	2327.4788	1719.7014	2240.4416	2200.362	1752.5189	2503.0979	1442.9752	1765.3712	2355.9143	1959.6053	2784.683	2981.483	2227.2512	2704.2408	3466.5038	2079.2978	2491.6453	2960.6268	6599.8526	1930.2494	3454.1358	5096.1603	1756.3584	3508.8258	1678.7923	2272.5731	2957.1949	2014.7371	3179.7227	2504.9665	2033.6711	2459.9407	2615.3964	2170.4827	4884.5407	2739.9502	2596.3972	2363.144	2651.6906	1977.1017	2139.1956	3609.0888	2996.7231	1737.9455	3544.7832	2697.5269	2027.7825	1518.7119	1790.2098	1708.6957	2558.9456	2824.7204	1886.2448	2342.791	3273.46	1725.1256	2077.842	2431.8292	2013.0745	2143.6642	3165.6953	2631.013	2999.1248	1468.2224	3478.6151	2323.687	2155.9049	3162.6649	1682.9111	1340.8663	1122.9587	1766.8785	2109.1932	1833.8181	1745.3224	1181.5562	2204.1111	2248.1509	1898.3632	1366.4215	696.814	1971.6438	1339.8509	1031.3801	1818.3768	1851.8388	1821.1283	1610.1949	1422.6437	3430.0022	2241.3305	1536.3151	2225.3928	2225.7124	1303.2107	1666.3928	1926.4195	1441.0606	1268.8832	2420.9689	1662.1401	2185.558	2426.9663	2030.685	2202.0802	3485.482	2964.2022	2422.2943	3169.7127	2950.1425	2912.192	2038.0159	2550.1693	1900.4142	2330.0894	2671.7909	1948.4797	2586.1163	2216.2503	2217.3554	2508.497	1363.2959	2010.9768	3138.6139	1987.5575	3254.9398	1707.2808	1908.8765	2095.653	2054.7835	3905.6153	2140.1134	3904.1211	1903.0613	3006.5042	3906.1103	2281.1765	1607.8838	5542.6195	1276.1087	1682.9842	2046.7334	2976.9737	4335.358	2341.9053	2291.9162	1903.3149	1313.7935	1759.0571	2910.434	1449.1978	2997.8578	1677.4049	2943.9579	2745.6617	1308.5221	2235.8795	3058.104	2379.6204	2356.9606	2613.0884	2142.3767	1937.9621	2445.8101	1955.0902	1944.6809	2739.4798	1795.6274	1614.0072	2619.6677	2079.492	1513.6071	2621.4882	1584.6997	1710.6518	1176.2627	2257.8216	2470.0708	2260.323	1799.3752	2264.2943	1612.231	1719.0455	1896.4395	1918.0887	1943.1878	2721.1538	1549.674	2933.0395	2475.4583	1628.1657	2527.7992	2149.7268	3330.2211	1667.5815	2616.8865	2273.4786	1416.5006	4951.3934	1487.1921	1521.0985	2339.347	1772.068	3608.9136	2000.8973	1534.0584	2286.8726	2746.225	1538.3777	2274.5208	1967.2566	1777.2365	1353.3981	2180.9079	1625.518	1603.5691	2237.7788	1184.4952	3203.7606	2359.447	2718.0527	1705.5009	2090.1706	1237.931	2134.8385	1975.0473	1321.2856	2803.5406	1402.482	2338.4615	2060.4057	1831.6197	3313.8686	2891.9259	3351.0638	2200.3434	4208.613	1556.8298	3199.2071	2524.4242	3371.8484	1382.1108	3612.5408	2954.8694	1390.8795	2554.9193	2706.9182	1589.2421	1834.7938	1226.0139	2767.1422	2664.8559	2947.1223	2481.0455	2910.3421	2269.0696	4179.8591	1646.7863	3284.5319	3461.3024	1213.3813	1665.9524	1901.6277	2462.4523	2090.9091	2478.1562	1569.3241	2920.5846	3065.0667	4724.5028	2044.5055	1753.3006	2136.2235	1690.605	2600.6463	1268.1871	1697.0529	2739.5471	1889.9676	2343.44328798799	3089.50358918919	2250.18575033784
ABHD11	1522.1421	1391.7181	1814.3382	1170.9613	1292.4094	1757.1049	1607.8119	763.577	766.2957	811.0514	735.4403	867.7943	1252.8895	788.8032	1090.0751	719.2612	912.2534	702.7724	1139.9638	1298.2685	824.6072	745.2368	1368.6514	1058.9343	663.0511	1231.6189	1592.2039	851.043	1505.3046	1801.9917	674.3083	1320.3463	769.7436	768.67	1276.5351	1672.19	1250.309	1047.3526	888.2405	960.249	729.5045	658.6281	1063.247	1124.87	864.6385	1566.0333	1956.2153	907.5	1432.6923	859.1285	799.3906	2417.1477	1172.1517	532.42	861.1898	1299.3374	890.1696	764.399	897.0403	1568.7732	1141.0468	1678.0742	736.1736	924.4674	1055.8694	619.3548	910.0888	634.7469	1371.6147	1317.1913	645.061	1153.379	2153.5741	1623.5124	2032.1854	896.4942	1726.8786	1442.0568	1785.3765	954.6418	686.7031	1274.2505	1605.98	1511.3575	933.6384	1010.3858	834.0581	1505.8787	610.0472	1519.0324	1093.2551	2768.1088	966.1881	723.5852	1186.5142	1225.16	1248.428	1610.0629	908.7126	903.6145	1276.639	1516.9713	1709.7902	1379.8913	1033.354	1562.8016	2212.3573	1439.4904	2597.1982	2242.7136	1166.474	1340.6114	1058.0308	1271.59	2593.039	1771.9298	1143.2461	1840.1192	1974.3381	1171.4898	1033.6671	2110.2469	3195.5781	1112.0527	713.7368	1776.0127	2084.0525	1888.9592	1337.693	1678.194	1130.9052	1714.8669	795.5843	1102.2553	1599.1778	1182.1001	1244.8819	1392.5712	861.2799	1202.2631	1126.5818	1844.078	1513.9301	1273.7315	1085.9873	1442.3471	2080.9102	2116.5803	2584.9053	1675.4314	1280.0222	1182.0136	934.2509	1602.7266	1248.3899	1924.7265	457.4639	2977.7426	786.528	1330.6233	1783.7534	499.5577	874.6995	2001.4245	1037.271	819.3338	2406.1442	1535.2075	1795.6339	1097.2329	961.9932	1782.7392	1010.3706	1325.6198	983.6673	1613.0798	1444.7967	941.5842	903.0746	1542.4607	963.8435	1489.7579	1407.268	995.3676	1835.4241	1168.4509	2341.4634	1595.9144	1578.7009	1509.687	1002.3529	1947.3029	1012.474	708.1545	723.4336	768.2403	700.6579	1161.406	900.0584	1082.8343	1749.0134	1207.2939	1242.4491	746.6913	1255.5991	1244.2159	1312.3043	1400.1223	409.1218	967.278	965.8664	1210.1656	1381.6184	1019.8583	1690.4707	700.6726	2973.1162	2083.2402	1850.8435	1196.5957	1145.5808	1422.0532	1504.7088	2415.9386	1334.4309	2134.5868	651.4806	961.2461	4878.1134	2761.7323	2373.6964	1168.101	3259.9978	842.7629	453.0188	1699.9065	1016.6592	1644.7381	1423.5874	1488.6902	1944.0247	1275.0288	1672.8259	1000.9856	1323.7905	1042.8571	2229.5082	1912.5307	3529.331	3790.5013	1509.3914	889.5974	6561.8924	2611.33	1489.6182	1493.8927	1514.712	4389.415	1010.7672	2174.0126	1784.9421	2039.4545	1833.1777	1131.104	787.1681	866.6962	3373.4628	1642.8571	1533.0905	2114.8665	1290.4604	1688.101	1059.1213	1389.4009	1864.503	1751.0981	1213.6474	1090.2299	1989.7565	954.7574	3178.6384	1898.609	2426.1638	654.2986	5371.5477	2270.3025	2488.3212	706.2002	2470.6383	1675.5581	3957.4944	1304.1163	2643.2111	1517.5905	3377.8713	2044.5359	1485.6832	1038.7965	1465.2552	2155.1275	3250.3145	1695.8435	1895.5485	343.5328	1155.0851	1829.4854	859.7122	579.7602	1069.6028	1973.1769	3194.3639	2529.8205	3120.2838	1700.1932	1805.1446	1480.997	1111.465	1007.2126	1691.8605	872.6297	1125.6499	1021.8647	5091.2	836.6483	1380.7692	2015.0874	2786.9146	3948.8441	2579.128	1104.8506	2055.2785	2102.5803	1111.6505	1500.16287987988	2530.93915135135	1371.31584594595
ABLIM3	234.2945	820.1434	92.2794	251.7943	240.8216	296.054	534.0773	195.1327	182.4324	382.5019	452.1444	319.9862	393.435	198.7932	447.4562	280.1511	250.7788	258.2205	480.0576	258.5212	93.9984	143.3637	443.6255	139.3978	109.5171	210.2175	507.8711	320.1944	196.5088	257.7582	347.0356	579.3651	154.9603	569.5665	238.7805	443.926	176.7614	411.1888	745.6034	209.2912	461.3669	412.1115	173.0786	186.2077	571.4618	300.9501	557.2116	726.0714	231.4103	166.0406	343.8294	692.7518	263.2813	222.5109	294.051	432.777	461.8435	458.6394	479.8489	647.5161	176.584	333.5267	220.6933	386.24	310.1067	143.7788	271.0211	319.015	686.6219	273.3051	193.9846	699.3144	694.1783	93.5527	744.7699	483.4725	527.7457	668.8411	297.9265	226.3671	196.4177	252.3468	759.7485	375.4524	189.9314	1399.7033	345.1591	344.3688	281.1546	626.8232	106.2421	555.6593	738.0732	571.8024	274.0536	296.3313	162.2531	398.3229	283.8722	327.8377	204.3029	141.4273	210.9557	384.2391	565.8433	530.1942	1137.1252	395.4835	473.2297	305.0251	379.1908	345.9486	209.5947	399.1122	615.6859	591.3978	147.8168	635.0546	548.6762	416.9346	269.1448	537.4817	21.7411	317.7966	223.8232	368.9436	542.2139	386.9989	293.9146	250.7205	247.7461	363.5355	230.3007	206.9356	274.409	260.9659	260.2218	198.5271	472.6493	491.5134	338.7131	356.4468	410.7884	285.7353	323.7792	225.6873	325.447	467.2927	317.5486	111.4763	214.3551	731.9957	295.4979	345.0121	322.8059	613.1291	168.138	1321.3282	477.9594	974.8355	651.7498	803.3029	374.5533	115.7407	431.4593	168.3563	283.4256	373.3145	245.3972	540.3536	445.5236	267.167	437.9114	253.719	433.2474	286.0847	462.4298	377.8878	350.9152	246.597	163.9425	315.3321	227.7453	808.4592	637.0968	386.335	692.0101	99.313	897.407	242.921	316.0784	154.3568	262.6473	166.4282	198.6712	510.7296	256.2799	139.7989	246.0549	151.6966	431.3339	383.4881	284.2026	449.369	503.5427	276.7781	356.1521	382.5944	183.6502	221.5031	311.1305	420.1202	273.7263	800.7362	534.0987	309.417	315.214	409.4972	350.4363	411.9149	179.763	646.8631	269.5318	726.8395	247.8833	319.1489	599.8481	947.2597	739.2687	106.0293	1180.7648	324.345	578.3028	264.2601	491.8033	492.4368	278.7033	344.4127	113.7656	367.7012	310.783	209.8197	320.3933	260.9896	318.3324	357.9151	110.929	665.8477	133.7907	513.9842	218.6326	106.8155	989.6306	1018.2266	185.5325	261.055	560.7128	118.663	1000.4486	201.4883	332.8185	505.6016	341.9399	258.0104	256.6372	581.488	1332.6861	461.9493	332.0357	444.6282	401.0441	430.2885	359.4287	251.1521	135.2265	563.4804	165.7189	674.7126	1584.1957	228.3554	353.6938	783.0785	432.9919	297.2851	1312.9309	310.5349	699.635	118.1623	527.234	355.81	532.9978	219.9468	177.4034	1326.7527	378.5106	450.2246	314.9692	288.8361	264.3865	1257.6783	133.3333	218.0929	245.3558	101.6492	195.5821	657.9146	276.9784	625.9855	476.9957	170.1593	466.639	966.4157	466.5162	71.3717	315.6071	464.6442	237.0842	330.5049	724.63	244.673	577.9896	386.5413	133.3333	170.9691	398.3516	644.8459	342.8458	69.8475	521.4357	211.1575	1125.6172	553.9758	402.5081	398.680591291291	688.878367567568	362.405869256757
ACAD9	886.2925	913.1505	816.5368	918.2822	1112.9406	1059.4725	948.5811	802.4672	755.163	512.8964	1000.2553	803.2413	907.5682	892.4237	911.0259	975.7376	961.5576	776.8601	859.5843	1045.9523	1038.0549	554.3594	807.555	833.9413	909.7236	857.9116	914.1679	924.2698	1111.3305	1100.5049	824.498	1316.7244	760.9932	826.323	912.9506	951.9638	1033.3653	1010.5894	699.2431	821.7864	824.1017	773.8478	967.1674	921.7974	875.8885	923.0404	885.1653	850	936.3654	875.6499	786.6938	1141.5822	889.4639	810.6767	838.5212	914.1592	873.6286	681.7843	820.2141	1097.4406	512.3967	1351.2094	780.0926	800.8817	936.5913	719.8928	960.7589	800.301	1156.5832	909.201	824.7424	900.286	1092.9963	790.6323	941.4226	1006.01	930.9249	1031.8457	1356.9334	819.8304	902.8537	865.2306	1092.1036	861.7818	885.322	1384.8665	821.8479	878.4035	696.3614	846.809	1002.0947	1071.8409	888.6058	788.6817	854.8856	902.9199	872.1991	1140.4612	1433.8198	799.3025	1138.167	828.9643	998.2401	1086.6413	936.1658	1054.2484	1484.5758	834.0822	2010.7465	1140.2111	909.6956	1017.4333	943.8962	846.6465	973.2864	948.0475	889.7248	933.7984	1109.5601	894.9571	799.8785	1293.6535	2392.9765	935.0282	1004.5965	783.5584	1138.4615	988.992	1081.9255	977.5825	905.1533	967.0821	995.8051	961.2836	1795.4265	743.9034	905.1159	872.2382	955.6668	922.5566	1017.1429	979.7564	948.0616	546.429	980.92	850.6155	1042.4418	1086.1399	1058.7354	1874.607	1015.6824	788.6027	842.3746	997.8623	939.3094	937.8293	806.1758	1142.6003	859.8316	995.7375	1140.7302	740.4866	813.3338	1158.4758	975.4264	956.5532	927.2739	893.6247	858.2325	891.6218	783.3615	906.5666	1055.3666	1094.6281	763.8696	1149.6139	995.9967	1009.901	914.601	938.6142	941.5453	967.3495	878.5028	1048.2578	972.8136	897.0403	1233.3928	1084.5509	894.4758	1402.8664	849.8039	1106.7344	1082.8482	1260.8488	1029.7513	1284.4635	1124.3571	1051.152	1125.8796	942.6148	924.6251	847.0701	1124.5402	809.2613	1250.4753	997.3479	974.9262	971.8666	1001.1665	951.2657	976.8101	986.7763	1092.3876	960.375	1275.3571	990.667	1079.2291	1018.6089	1075.025	1041.7021	884.81	884.5295	1116.859	1048.6244	1244.6754	971.524	962.4639	990.4479	1255.6227	1441.3194	950.7532	1059.8547	1197.3556	702.9966	896.0416	736.9926	736.6051	981.0474	1097.9333	701.1888	1051.1813	1670.6099	1385.8451	815.6909	949.0333	1100.861	1202.6995	850.5897	1309.7324	1461.562	1399.7633	1766.676	1178.8594	1190.7783	935.3583	1052.1078	941.1479	1545.5097	984.2934	1127.0693	1011.9073	1100.8281	1108.1068	965.787	814.1283	968.9903	1069.1974	1016.2483	910.3956	1027.6025	874.2145	836.4784	904.0969	1170.8196	1970.737	1168.8935	930.987	901.2759	1103.8194	867.5337	1057.3647	1070.9047	981.0383	947.4842	1696.899	1420.909	1854.7117	829.7103	1015.7957	930.3904	1018.9318	754.8024	916.2537	811.9362	1471.9244	1025.9319	1088.4052	1071.0879	960.3366	1105.8129	866.6289	902.4059	1046.5475	1098.608	989.5398	1085.215	1371.2158	823.5533	1011.7499	1072.0746	1328.8438	746.9543	1479.3035	1082.032	968.1567	935.1438	932.0241	651.3237	1272.8066	700.8984	908.1282	1140.3603	945.6587	1090.1312	896.2253	987.8135	1644.2995	1506.8667	1520.867	1017.2264	1088.209	1338.3676	1028.2727	1008.9799987988	1161.50548918919	989.9143125
ADAM7	1.0299	0	5.5147	43.2992	1.4166	229.8099	1.9928	63.1605	1.1924	0	16.423	0	16.1812	3.3523	54.2118	0.5637	1.5576	0.3224	18.446	1.3068	0.6787	0.4242	20.2695	2.4456	2.0994	2.4163	9.3703	10.7855	4.2616	0.6948	0.7905	31.746	0.4598	0	0.5699	0.2575	5.2534	0	24.9615	82.8544	0.8512	4.2872	3.8384	0.4621	16.753	0	0	22.5	33.9744	16.9046	35.551	643.7888	1.2938	4.7242	1.1331	0	0	20.4408	5.0378	1.1265	2.2039	2.6102	10.0556	32.4633	0.6277	40.8881	2.7102	11.4911	0.4072	3.3293	4.6631	11.3614	10.6116	0	41.1973	4.0067	4.3353	1.1512	13.8232	11.0216	138.7371	0.8075	17.0486	0	1.9614	265.8754	4.8829	773.2054	29.4199	0	0.3351	9.7633	74.5716	0	0	1.2954	0.3543	130.6778	123.0381	1.5853	11.8584	3.9164	2.9138	1.6304	0	0	1.2805	1.1581	20.3416	0.5025	0.7707	22.8045	0.8046	2.8249	149.5984	0	232.6169	0	51.3238	0	1.3732	2.2545	0	11.2994	27.3775	1.5886	17.2608	0	4.3597	0.9606	24.5222	0	0	0	3.0832	74.8782	7.5427	0	0.3575	0	0.3357	0.7496	1.7783	5.3023	0	1.6414	3.2509	1.943	0	0	18.048	0	16.914	4.9553	3.4143	0.8753	0.4013	61.6581	0	3.4843	397.8968	0.2949	0.9539	87.963	2.8427	19.9131	15.856	0.705	1.5781	14.9885	0	1.1257	0.7214	8.2645	1.3225	9.2192	0.5929	13.5314	13.3442	187.2311	3.4671	0.9932	2.3765	2.8197	37.3357	0.3149	1.3457	226.2496	0	0	0	4.1494	5.544	3.3381	45.7672	10.968	35.8852	201.1351	13.4424	12.9741	65.1144	0	177.655	30.7787	6.5153	5.9983	7.1588	0.4806	6.1823	93.4915	1.746	1.2654	12.4875	1.0168	1.837	0	0	0	129.8429	0.4255	1.6342	1.9011	435.6015	24.2829	6.1148	0	0.7593	0.4238	4.7695	6.0746	0	17.2117	94.5053	1.3884	54.7781	0	64.3854	17.3587	5.3091	0.526	1.0302	0.3836	13.5616	217.6227	37.0404	27.4131	0	40.2948	59.6913	8.4433	0	0.3986	27.8678	0	20.7636	0	7.0452	0	0	8.0137	0.3861	6.8193	4.9251	0.5597	1.3274	5.7573	0	2.0027	0	0	6.1699	1.8029	5.7856	38.8413	0	4.6015	7.7173	0	41.3923	20.1638	65.3965	0.9196	0	12.2172	152.3479	2.3841	843.0657	102.6293	75.7447	0	24.6085	1.2288	9.9108	0	15.752	0.3743	254.44	0	0	2.7763	3.1447	1.956	0.4673	0	4.6019	3.6215	0.3597	123.9875	0	12.1542	4358.8893	1.7371	8.5994	2.7276	0	0.9022	38.5704	289.7751	2.1142	5.6118	0	150.4475	28.2667	0	2.1978	5.37	0.3977	37.3832	0	0	6.5729	42.97	14.9676	42.2106348348348	167.519983783784	26.5469662162162
